EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,PerformanceRating,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition,salary_percentile,role_avg_salary,diff_from_role_avg,pay_status,talent_value_flag,salary_quartile,salary_quartile_label,attrition_flag
1605,22,Female,"Research & Development","Research Scientist",1,2814,3,4,3,2,Yes,No,47.1,3240,-426,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
2048,40,Male,"Research & Development","Research Scientist",1,2809,3,2,3,3,No,No,46.7,3240,-431,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
939,33,Male,"Research & Development","Research Scientist",1,2799,3,3,1,3,Yes,No,46.4,3240,-441,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1999,41,Male,"Research & Development","Research Scientist",1,2782,4,5,4,3,No,No,45.7,3240,-458,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
802,37,Female,"Research & Development","Research Scientist",1,2782,3,5,1,2,Yes,No,45.7,3240,-458,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1238,33,Male,"Research & Development","Research Scientist",1,2781,3,14,4,3,No,No,45.4,3240,-459,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
675,22,Male,"Research & Development","Research Scientist",1,2773,4,2,3,3,No,No,45,3240,-467,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
579,34,Male,"Research & Development","Research Scientist",1,2768,3,7,3,3,No,No,44.7,3240,-472,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
752,42,Male,"Research & Development","Research Scientist",1,2759,3,2,3,3,Yes,Yes,44.3,3240,-481,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
252,33,Female,"Research & Development","Research Scientist",1,2756,3,8,2,3,No,No,44,3240,-484,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
639,24,Male,"Research & Development","Research Scientist",1,2725,3,6,4,3,Yes,No,43.6,3240,-515,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
353,51,Male,"Research & Development","Research Scientist",1,2723,3,1,4,2,No,No,43.3,3240,-517,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
710,29,Male,"Research & Development","Research Scientist",1,2720,3,10,4,3,No,No,43,3240,-520,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1764,32,Male,"Research & Development","Research Scientist",1,2718,3,7,2,3,No,No,42.6,3240,-522,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
221,28,Male,"Research & Development","Research Scientist",1,2713,3,5,4,1,No,No,42.3,3240,-527,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1154,28,Male,"Research & Development","Research Scientist",1,2703,3,3,3,3,Yes,No,41.6,3240,-537,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
94,29,Male,"Research & Development","Research Scientist",1,2703,4,5,2,3,No,No,41.6,3240,-537,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
824,29,Male,"Research & Development","Research Scientist",1,2700,4,10,3,3,No,No,41.2,3240,-540,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
426,31,Male,"Research & Development","Research Scientist",1,2695,3,2,4,1,Yes,No,40.9,3240,-545,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
923,21,Female,"Research & Development","Research Scientist",1,2693,3,1,4,2,No,Yes,40.5,3240,-547,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
683,34,Male,"Research & Development","Research Scientist",1,2691,3,10,4,2,No,No,40.2,3240,-549,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
780,33,Male,"Research & Development","Research Scientist",1,2686,3,10,4,2,Yes,Yes,39.9,3240,-554,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
1006,38,Male,"Research & Development","Research Scientist",1,2684,3,2,3,2,No,No,39.5,3240,-556,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1873,55,Male,"Research & Development","Research Scientist",1,2662,4,5,4,4,No,No,39.2,3240,-578,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
297,30,Female,"Research & Development","Research Scientist",1,2657,3,5,1,3,Yes,Yes,38.5,3240,-583,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
493,31,Male,"Research & Development","Research Scientist",1,2657,3,2,2,3,Yes,No,38.5,3240,-583,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
544,45,Male,"Research & Development","Research Scientist",1,2654,4,2,4,2,No,No,38.1,3240,-586,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
46,43,Female,"Research & Development","Research Scientist",1,2645,3,5,3,2,No,No,37.8,3240,-595,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
194,30,Female,"Research & Development","Research Scientist",1,2632,3,5,3,2,No,No,37.5,3240,-608,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
305,33,Female,"Research & Development","Research Scientist",1,2622,4,3,2,3,No,No,37.1,3240,-618,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
662,38,Female,"Research & Development","Research Scientist",1,2619,3,0,1,2,No,No,36.8,3240,-621,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
159,30,Male,"Research & Development","Research Scientist",1,2613,4,10,3,2,No,No,36.4,3240,-627,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1382,38,Male,"Research & Development","Research Scientist",1,2610,3,4,3,3,No,No,36.1,3240,-630,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1016,20,Female,"Research & Development","Research Scientist",1,2600,3,1,1,3,Yes,Yes,35.7,3240,-640,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
1265,34,Female,"Research & Development","Research Scientist",1,2585,3,1,3,2,No,No,35.4,3240,-655,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1648,27,Male,"Research & Development","Research Scientist",1,2580,3,4,4,2,No,No,35.1,3240,-660,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
224,27,Male,"Research & Development","Research Scientist",1,2566,3,1,3,2,Yes,No,34.7,3240,-674,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
913,44,Male,"Research & Development","Research Scientist",1,2559,3,8,1,3,Yes,No,34,3240,-681,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
856,35,Female,"Research & Development","Research Scientist",1,2559,3,6,1,2,No,No,34,3240,-681,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
838,34,Female,"Research & Development","Research Scientist",1,2553,3,5,4,3,No,No,33.7,3240,-687,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1193,19,Male,"Research & Development","Research Scientist",1,2552,4,1,1,3,No,No,33.3,3240,-688,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
565,29,Female,"Research & Development","Research Scientist",1,2546,3,2,2,4,No,Yes,33,3240,-694,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
501,36,Female,"Research & Development","Research Scientist",1,2543,3,2,3,3,No,No,32.6,3240,-697,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1162,27,Male,"Research & Development","Research Scientist",1,2539,3,4,3,3,No,No,32.3,3240,-701,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1259,27,Male,"Research & Development","Research Scientist",1,2517,3,5,3,3,No,No,32,3240,-723,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
875,42,Male,"Research & Development","Research Scientist",1,2515,3,2,4,3,Yes,No,31.6,3240,-725,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1120,29,Female,"Research & Development","Research Scientist",1,2514,4,7,4,3,No,No,31.3,3240,-726,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
826,35,Female,"Research & Development","Research Scientist",1,2506,3,2,3,3,No,No,30.9,3240,-734,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
95,31,Male,"Research & Development","Research Scientist",1,2501,3,1,2,3,No,No,30.6,3240,-739,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
242,33,Male,"Research & Development","Research Scientist",1,2500,3,3,4,4,No,No,30.2,3240,-740,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
977,58,Male,"Research & Development","Research Scientist",1,2479,4,1,3,3,No,Yes,29.9,3240,-761,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
434,27,Female,"Research & Development","Research Scientist",1,2478,3,4,2,2,Yes,No,29.6,3240,-762,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1878,22,Male,"Research & Development","Research Scientist",1,2472,4,1,2,3,Yes,Yes,29.2,3240,-768,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
1081,51,Male,"Research & Development","Research Scientist",1,2461,3,10,3,4,Yes,Yes,28.9,3240,-779,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
1558,29,Male,"Research & Development","Research Scientist",1,2451,3,1,3,2,No,No,28.2,3240,-789,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
227,41,Male,"Research & Development","Research Scientist",1,2451,3,9,3,3,No,No,28.2,3240,-789,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
2038,32,Male,"Research & Development","Research Scientist",1,2439,3,4,1,3,No,No,27.5,3240,-801,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1868,29,Male,"Research & Development","Research Scientist",1,2439,4,1,4,2,Yes,Yes,27.5,3240,-801,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
1813,43,Male,"Research & Development","Research Scientist",1,2438,3,3,3,2,No,No,27.1,3240,-802,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1767,43,Male,"Research & Development","Research Scientist",1,2437,3,1,3,3,Yes,Yes,26.8,3240,-803,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
2020,44,Male,"Research & Development","Research Scientist",1,2436,3,4,4,3,Yes,No,26.5,3240,-804,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",0
1939,32,Female,"Research & Development","Research Scientist",1,2432,3,4,3,3,Yes,Yes,26.1,3240,-808,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
994,29,Female,"Research & Development","Research Scientist",1,2404,4,0,1,3,Yes,Yes,25.8,3240,-836,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
1405,27,Female,"Research & Development","Research Scientist",1,2394,3,8,3,3,Yes,Yes,25.4,3240,-846,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
315,29,Male,"Research & Development","Research Scientist",1,2389,3,4,4,2,Yes,Yes,25.1,3240,-851,Underpaid,"Undervalued High Performer",2,"Lower Mid 25%",1
930,28,Female,"Research & Development","Research Scientist",1,2377,3,2,3,3,No,No,24.7,3240,-863,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1292,42,Female,"Research & Development","Research Scientist",2,2372,3,1,2,3,Yes,No,24.1,3240,-868,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1308,58,Male,"Research & Development","Research Scientist",1,2372,3,2,3,3,No,No,24.1,3240,-868,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
164,26,Female,"Research & Development","Research Scientist",1,2368,3,5,2,2,No,No,23.7,3240,-872,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1576,48,Female,"Research & Development","Research Scientist",1,2367,3,8,1,2,No,No,23.4,3240,-873,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
848,26,Female,"Research & Development","Research Scientist",1,2366,3,8,3,3,Yes,Yes,23,3240,-874,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1522,29,Male,"Research & Development","Research Scientist",1,2362,3,9,1,1,No,Yes,22.7,3240,-878,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
895,31,Male,"Research & Development","Research Scientist",1,2356,3,6,4,3,Yes,No,22.3,3240,-884,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1474,40,Male,"Research & Development","Research Scientist",1,2345,3,3,3,4,No,No,22,3240,-895,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
763,40,Female,"Research & Development","Research Scientist",1,2342,4,4,4,2,Yes,No,21.3,3240,-898,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1792,44,Male,"Research & Development","Research Scientist",1,2342,3,5,2,2,Yes,Yes,21.3,3240,-898,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
346,29,Male,"Research & Development","Research Scientist",1,2340,3,6,4,3,No,No,21,3240,-900,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
284,22,Male,"Research & Development","Research Scientist",1,2328,3,4,2,2,Yes,No,20.6,3240,-912,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
403,37,Male,"Research & Development","Research Scientist",1,2326,3,4,4,2,Yes,No,20.3,3240,-914,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
217,22,Male,"Research & Development","Research Scientist",1,2323,4,2,4,3,No,No,19.9,3240,-917,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
991,31,Male,"Research & Development","Research Scientist",1,2321,4,3,1,3,Yes,Yes,19.6,3240,-919,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
933,27,Female,"Research & Development","Research Scientist",1,2318,3,1,3,3,No,No,19.2,3240,-922,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1108,33,Male,"Research & Development","Research Scientist",1,2313,4,2,2,3,Yes,Yes,18.9,3240,-927,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
247,34,Female,"Research & Development","Research Scientist",1,2311,3,3,2,3,No,No,18.6,3240,-929,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1905,34,Male,"Research & Development","Research Scientist",1,2307,4,5,1,3,Yes,Yes,18.2,3240,-933,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
45,24,Male,"Research & Development","Research Scientist",1,2293,3,2,4,2,Yes,Yes,17.9,3240,-947,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1206,44,Male,"Research & Development","Research Scientist",1,2290,3,0,3,3,No,No,17.5,3240,-950,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
514,30,Male,"Research & Development","Research Scientist",1,2285,4,1,4,3,Yes,Yes,17.2,3240,-955,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
260,27,Female,"Research & Development","Research Scientist",1,2279,3,7,2,2,No,No,16.8,3240,-961,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
834,45,Female,"Research & Development","Research Scientist",1,2274,3,1,3,3,No,No,16.5,3240,-966,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
945,48,Male,"Research & Development","Research Scientist",1,2259,3,0,3,2,No,No,16.2,3240,-981,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
511,22,Female,"Research & Development","Research Scientist",1,2244,3,2,2,3,No,No,15.8,3240,-996,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1244,27,Male,"Research & Development","Research Scientist",1,2235,3,9,1,2,Yes,No,15.5,3240,-1005,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1931,27,Male,"Research & Development","Research Scientist",1,2226,3,5,2,2,No,No,15.1,3240,-1014,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
741,28,Female,"Research & Development","Research Scientist",1,2216,3,7,2,3,Yes,Yes,14.8,3240,-1024,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
495,29,Male,"Research & Development","Research Scientist",1,2201,3,3,4,3,No,No,14.4,3240,-1039,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
88,35,Male,"Research & Development","Research Scientist",1,2194,3,3,1,2,No,No,14.1,3240,-1046,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
655,27,Female,"Research & Development","Research Scientist",1,2187,3,5,3,2,No,No,13.7,3240,-1053,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
309,59,Male,"Research & Development","Research Scientist",1,2177,3,1,4,3,No,No,13.4,3240,-1063,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1202,29,Female,"Research & Development","Research Scientist",1,2168,3,5,4,2,Yes,No,13.1,3240,-1072,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1947,28,Male,"Research & Development","Research Scientist",1,2144,3,5,3,2,No,No,12.7,3240,-1096,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1609,30,Male,"Research & Development","Research Scientist",1,2141,3,6,2,2,No,No,12.4,3240,-1099,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1937,38,Female,"Research & Development","Research Scientist",2,2133,3,20,2,3,Yes,No,12,3240,-1107,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1004,30,Female,"Research & Development","Research Scientist",1,2132,3,5,3,3,Yes,Yes,11.3,3240,-1108,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1546,45,Male,"Research & Development","Research Scientist",1,2132,4,5,4,3,No,No,11.3,3240,-1108,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1448,41,Male,"Research & Development","Research Scientist",1,2127,3,4,3,2,Yes,No,11,3240,-1113,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
391,37,Female,"Research & Development","Research Scientist",1,2115,3,17,4,3,No,No,10.7,3240,-1125,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1762,29,Female,"Research & Development","Research Scientist",1,2109,3,1,1,3,No,No,10.3,3240,-1131,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1210,41,Male,"Research & Development","Research Scientist",1,2107,3,1,1,1,No,Yes,10,3240,-1133,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1303,25,Female,"Research & Development","Research Scientist",1,2096,3,2,2,2,No,No,9.6,3240,-1144,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
262,43,Male,"Research & Development","Research Scientist",1,2089,3,5,4,4,No,No,9.3,3240,-1151,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
680,30,Female,"Research & Development","Research Scientist",1,2083,4,1,3,3,No,No,8.9,3240,-1157,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1301,28,Male,"Research & Development","Research Scientist",1,2080,3,3,1,2,No,No,8.6,3240,-1160,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1592,23,Male,"Research & Development","Research Scientist",1,2073,3,2,3,3,No,No,8.2,3240,-1167,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1131,21,Female,"Research & Development","Research Scientist",1,2070,3,2,2,4,Yes,No,7.6,3240,-1170,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
377,28,Male,"Research & Development","Research Scientist",1,2070,4,5,4,2,No,No,7.6,3240,-1170,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1441,56,Female,"Research & Development","Research Scientist",1,2066,4,3,1,4,No,No,7.2,3240,-1174,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1581,26,Female,"Research & Development","Research Scientist",1,2061,4,1,4,3,No,No,6.9,3240,-1179,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
300,29,Male,"Research & Development","Research Scientist",1,2058,3,6,3,2,No,Yes,6.5,3240,-1182,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
700,27,Male,"Research & Development","Research Scientist",1,2045,3,4,4,3,No,No,6.2,3240,-1195,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1799,28,Male,"Research & Development","Research Scientist",1,2044,3,5,4,4,No,No,5.8,3240,-1196,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1053,26,Male,"Research & Development","Research Scientist",1,2042,3,3,1,3,Yes,Yes,5.5,3240,-1198,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1374,34,Female,"Research & Development","Research Scientist",1,2029,4,5,3,3,No,No,5.2,3240,-1211,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
218,27,Male,"Research & Development","Research Scientist",1,2024,3,2,2,1,No,No,4.8,3240,-1216,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
881,35,Female,"Research & Development","Research Scientist",1,2022,3,10,2,2,Yes,Yes,4.5,3240,-1218,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
1246,44,Female,"Research & Development","Research Scientist",1,2011,3,10,4,3,No,No,4.1,3240,-1229,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1068,26,Female,"Research & Development","Research Scientist",1,2007,3,5,3,3,No,No,3.8,3240,-1233,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
2051,40,Female,"Research & Development","Research Scientist",1,2001,3,5,3,3,No,No,3.4,3240,-1239,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1248,19,Female,"Research & Development","Research Scientist",1,1859,4,1,2,4,Yes,Yes,3.1,3240,-1381,Underpaid,"Undervalued High Performer",1,"Bottom 25%",1
